blind_id,case_id,retrieval_condition,answerability,expected_evidence_points,expected_point_judgments,n_expected_points,n_fully_covered,n_partially_covered,n_not_covered,n_contradicted,full_coverage_score,partial_credit_coverage_score,unsupported_claim_present,unsupported_claim_count,contradiction_present,insufficient_handling,judge_confidence,judge_rationale
EV0166,westbench-v0.1-constipation-09,R1,supported,"P1: The prevalence review estimates frequency and associated factors across Asian populations.
P2: The intervention review evaluates improvement when neuromodulation is added to other therapy.",P1=covered; P2=covered,2,2,0,0,0,1,1,False,0,False,,high,Accurately distinguishes the Asian prevalence/associated-factor review from the pediatric neuromodulation review evaluating benefit when stimulation is added to other therapy.
EV0167,westbench-v0.1-headache-04,R3,supported,P1: The review reported a lower pooled prevalence for migraine than for tension-type headache in China.,P1=covered,1,1,0,0,0,1,1,False,0,False,,high,The answer directly reports migraine 6.1% versus TTH 13.4% and correctly states that TTH was more prevalent in the reviewed Chinese populations.
EV0168,westbench-v0.1-constipation-06,R1,supported,P1: The review reported a higher pooled prevalence in community-based than clinic-based populations.,P1=covered,1,1,0,0,0,1,1,True,1,False,,high,Directly reports the frozen pooled community (13.5%) versus clinic (6.0%) difference; the added access-to-healthcare explanation is not supported by the supplied passages.
EV0169,westbench-v0.1-constipation-08,R0,supported,"P1: The prevalence literature used differing diagnostic criteria, while the PROM review identified numerous instruments spanning different symptom or quality-of-life and administration contexts.",P1=partially_covered,1,0,1,0,0,0,0.5,False,0,False,,high,"The answer captures differing diagnostic criteria and some cultural variation in outcome measures, but not the expected breadth of symptom/QoL instruments and administration contexts."
EV0170,westbench-v0.1-headache-09,R0,supported,"P1: One source describes substantial disability and societal burden from migraine and other primary headaches.
P2: Another finds that neurophysiological research has concentrated on sensory features and leaves important dimensions underexplored.",P1=covered; P2=partially_covered,2,1,1,0,0,0.5,0.75,False,0,False,,high,"The answer accurately describes headache burden and computational gaps, but does not clearly communicate the expected contrast between sensory concentration and underexplored affective dimensions."
EV0171,westbench-v0.1-constipation-06,R3,supported,P1: The review reported a higher pooled prevalence in community-based than clinic-based populations.,P1=covered,1,1,0,0,0,1,1,True,1,True,,high,"Correctly reports the pooled 13.5% versus 6.0% comparison, but then inconsistently claims that no direct community-versus-clinic comparison is provided."
EV0172,westbench-v0.1-headache-12,R3,insufficient,P1: The review identifies head-to-head comparisons and long-term outcomes as continuing research needs.,P1=partially_covered,1,0,1,0,0,0,0.5,False,0,False,appropriate_bounded_insufficiency,high,"The answer correctly rejects a best-treatment conclusion because direct comparisons are lacking, but does not clearly state long-term comparative outcomes as a continuing research need."
EV0173,westbench-v0.1-cough-02,R0,supported,P1: Monitoring periods varied from 6 to 24 hours and studies reported several cough-frequency units.,P1=covered,1,1,0,0,0,1,1,False,0,False,,high,"Accurately reports the 6–24 hour recording range and the reported frequency units (total coughs, coughs/hour, cough seconds, cough events)."
EV0174,westbench-v0.1-dyspepsia-01,R2,supported,"P1: The review characterizes the condition with upper-abdominal discomfort, bloating, early satiety, and nausea without an identifiable organic cause.",P1=covered,1,1,0,0,0,1,1,False,0,False,,high,"The answer characterizes functional dyspepsia with the expected upper-abdominal symptom pattern, including early satiety, bloating/nausea and absence of an explanatory organic cause."
EV0175,westbench-v0.1-constipation-01,R0,supported,"P1: Common domains include abdominal pain, bloating, bowel-movement frequency, and straining.",P1=partially_covered,1,0,1,0,0,0,0.5,False,0,False,,high,"The answer includes bowel-movement frequency, straining, and bloating but omits abdominal pain from the requested common-domain set."
EV0176,westbench-v0.1-headache-02,R0,supported,"P1: Studies varied in migraine subtypes, clinical characteristics, timing definitions, medication reporting, and reporting standards.",P1=partially_covered,1,0,1,0,0,0,0.5,False,0,False,,high,"The answer covers subtype/population and ictal/interictal timing heterogeneity, but does not fully communicate the medication-reporting and reporting-standard components."
EV0177,westbench-v0.1-cough-05,R1,supported,"P1: Cough-challenge studies varied in agents, delivery, concentrations, breathing methods, and protocol standardization.",P1=covered,1,1,0,0,0,1,1,False,0,False,,high,"The answer captures variation in tussive agents, devices, dilutions/concentrations, inhalation methods, placebo use, and lack of protocol standardization."
EV0178,westbench-v0.1-dyspepsia-07,R3,supported,P1: The review calls for additional evidence in other population groups before broad generalization.,P1=covered,1,1,0,0,0,1,1,False,0,False,,high,The answer correctly identifies limited population diversity and the need for studies in other populations before broad generalization.
EV0179,westbench-v0.1-dyspepsia-11,R1,insufficient,P1: The review identifies potential short-term adjunctive value but calls for further trials and does not establish multi-year durability.,P1=contradicted,1,0,0,0,1,0,0,True,1,True,overclaim_beyond_pilot_evidence,high,"The answer treats a definition of long-term follow-up and short-term trial findings as evidence of sustained benefit at at least one year, which is not established by the supplied passages."
EV0180,westbench-v0.1-cough-05,R2,supported,"P1: Cough-challenge studies varied in agents, delivery, concentrations, breathing methods, and protocol standardization.",P1=partially_covered,1,0,1,0,0,0,0.5,False,0,False,,high,"The answer covers tussive-agent, delivery-device, and protocol heterogeneity but omits concentration and breathing-method differences."
EV0181,westbench-v0.1-dyspepsia-09,R3,supported,"P1: The acotiamide pooled symptom estimate did not reach statistical significance.
P2: Physical-approach evidence was too heterogeneous for a confident pooled effect.",P1=covered; P2=not_covered,2,1,0,1,0,0.5,0.5,True,2,False,,medium,Covers the nonsignificant acotiamide symptom estimate but substitutes unsupported generic statements about dietary/lifestyle physical approaches and mechanism uncertainty for the specific heterogeneity limitation.
EV0182,westbench-v0.1-dyspepsia-10,R1,supported,"P1: The sources associate psychological factors and stress with symptom development or severity.
P2: They describe stress-management, relaxation, or breathing approaches as research targets.",P1=covered; P2=covered,2,2,0,0,0,1,1,True,1,False,,medium,Covers stress/anxiety associations and identifies stress-targeted/relaxation approaches as research targets; the asserted direct modulation of gut motility and visceral sensitivity by stress goes beyond the supplied evidence.
EV0183,westbench-v0.1-constipation-12,R0,insufficient,P1: Both intervention reviews identify important trial-design limitations and needs for stronger randomized evidence.,P1=partially_covered,1,0,1,0,0,0,0.5,True,2,False,appropriate_bounded_insufficiency,medium,"Correctly says the long-term cross-modal comparison is not established and notes the need for stronger neuromodulation evidence, but does not cover limitations for both reviews; added FMT-small-study and broad standard-therapy claims are not supported by the supplied passages."
EV0184,westbench-v0.1-dyspepsia-11,R3,insufficient,P1: The review identifies potential short-term adjunctive value but calls for further trials and does not establish multi-year durability.,P1=contradicted,1,0,0,0,1,0,0,True,1,True,overclaim_beyond_pilot_evidence,high,The answer claims improvements were reported at long-term follow-up although the supplied evidence does not establish multi-year durability.
EV0185,westbench-v0.1-headache-01,R1,supported,"P1: Visual studies repeatedly reported increased P100m amplitude with repeated stimulation, consistent with altered sensory processing.",P1=covered,1,1,0,0,0,1,1,False,0,False,,high,"Explicitly reports repeated-stimulation P100m potentiation versus control habituation/no change, matching the frozen expected pattern."
EV0186,westbench-v0.1-cough-11,R2,insufficient,"P1: The pilot reports limited follow-up, including a three-month comparison, rather than evidence extending to a year.",P1=partially_covered,1,0,1,0,0,0,0.5,True,1,False,appropriate_bounded_insufficiency,high,"Appropriately states that one-year durability is not established, but omits the three-month detail; the added voice-outcome benefit is not supported by this row's supplied evidence."
EV0187,westbench-v0.1-constipation-10,R0,supported,"P1: The microbial-transfer evidence is dominated by single-arm studies with one underpowered randomized trial.
P2: The pediatric neuromodulation review reports a paucity of randomized trials and cannot isolate the intervention alone.",P1=partially_covered; P2=not_covered,2,0,1,1,0,0,0.25,True,1,False,,medium,The answer notes small non-randomized microbial-transfer cohorts but omits the single-arm/one-underpowered-RCT structure; for pediatric neuromodulation it does not report randomized-trial scarcity or inability to isolate the intervention and instead adds an unsupported geographic-focus limitation.
EV0188,westbench-v0.1-cough-03,R1,supported,"P1: Some studies reported improvements in cough-related quality of life, cough frequency, and voice outcomes.
P2: The review did not find improvements for several other outcomes and emphasized imprecision and heterogeneity.",P1=covered; P2=covered,2,2,0,0,0,1,1,False,0,False,,high,"The answer reports improvements in cough-related quality of life, cough frequency, and voice outcomes, while also identifying outcomes without clear improvement and the imprecision/heterogeneity limiting confidence."
EV0189,westbench-v0.1-cough-05,R3,supported,"P1: Cough-challenge studies varied in agents, delivery, concentrations, breathing methods, and protocol standardization.",P1=partially_covered,1,0,1,0,0,0,0.5,False,0,False,,high,"The answer covers agent, device, and protocol heterogeneity but does not include the expected concentration and breathing-method differences."
EV0190,westbench-v0.1-dyspepsia-01,R0,supported,"P1: The review characterizes the condition with upper-abdominal discomfort, bloating, early satiety, and nausea without an identifiable organic cause.",P1=covered,1,1,0,0,0,1,1,False,0,False,,high,"The answer characterizes functional dyspepsia with the expected upper-abdominal symptom pattern, including early satiety, bloating/nausea and absence of an explanatory organic cause."
EV0191,westbench-v0.1-cough-03,R3,supported,"P1: Some studies reported improvements in cough-related quality of life, cough frequency, and voice outcomes.
P2: The review did not find improvements for several other outcomes and emphasized imprecision and heterogeneity.",P1=covered; P2=covered,2,2,0,0,0,1,1,False,0,False,,high,"The answer reports improvements in cough-related quality of life, cough frequency, and voice outcomes, while also identifying outcomes without clear improvement and the imprecision/heterogeneity limiting confidence."
EV0192,westbench-v0.1-dyspepsia-04,R0,supported,P1: The reviewed study reported frequent anxiety-depression status and associations with demographic and stress-related factors.,P1=covered,1,1,0,0,0,1,1,False,0,False,,high,"Covers frequent anxiety/depression and the demographic/stress associations, and accurately reflects that temporal direction can operate both ways."
