item_id,repeat_id,condition,anonymous_system_label,question_id,question,domain,difficulty,gold_atomic_fact,supplied_evidence,answer,review_label,review_reason,confidence
REPEAT_3-0111,REPEAT_3,C1,SYSTEM_B,tcmg-v1-024,What source-recorded functions and indications are listed for Tuberose?,herbal,medium,The source records this function for Tuberose: To clear heat and resolve toxin..,Source entity: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore.. Source text: Herb: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore..,"TCM educational synthesis: Tuberose: The supplied evidence records that Tuberose, with the pinyin name Wan Xiang Yu and Latin name Polianthes tuberosa, is used in traditional Chinese medicine with the part root. It is source-recorded to have the function of clearing heat and resolving toxin, and is indicated for the treatment of swelling toxin of welling abscess and sore. [tcmv1-00dc3ac72ad6cfdc35663262] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
REPEAT_3-0112,REPEAT_3,C1,SYSTEM_B,tcmg-v1-024,What source-recorded functions and indications are listed for Tuberose?,herbal,medium,The source records these indications for Tuberose: Swelling toxin of welling abscess and sore..,Source entity: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore.. Source text: Herb: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore..,"TCM educational synthesis: Tuberose: The supplied evidence records that Tuberose, with the pinyin name Wan Xiang Yu and Latin name Polianthes tuberosa, is used in traditional Chinese medicine with the part root. It is source-recorded to have the function of clearing heat and resolving toxin, and is indicated for the treatment of swelling toxin of welling abscess and sore. [tcmv1-00dc3ac72ad6cfdc35663262] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer covers the source-recorded indication set in the Gold fact in substance, with acceptable paraphrasing.",HIGH
REPEAT_3-0113,REPEAT_3,C1,SYSTEM_A,tcmg-v1-025,What source-recorded functions and indications are listed for Creeping Oxalis?,herbal,medium,"The source records this function for Creeping Oxalis: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling..","Source entity: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites.. Source text: Herb: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","TCM educational synthesis: Creeping Oxalis: The supplied evidence records that it is used as a whole herb in traditional Chinese medicine. Its source-recorded functions include clearing heat and disinhibiting damp, cooling blood and dissipating stasis, resolving toxin and dispersing swelling. It is indicated for conditions such as damp-heat diarrhea, dysentery, jaundice, strangury syndrome, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscesses and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, and snake or insect bites. [tcmv1-00f199ea21ecaf4cf99289b6] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
REPEAT_3-0114,REPEAT_3,C1,SYSTEM_A,tcmg-v1-025,What source-recorded functions and indications are listed for Creeping Oxalis?,herbal,medium,"The source records these indications for Creeping Oxalis: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","Source entity: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites.. Source text: Herb: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","TCM educational synthesis: Creeping Oxalis: The supplied evidence records that it is used as a whole herb in traditional Chinese medicine. Its source-recorded functions include clearing heat and disinhibiting damp, cooling blood and dissipating stasis, resolving toxin and dispersing swelling. It is indicated for conditions such as damp-heat diarrhea, dysentery, jaundice, strangury syndrome, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscesses and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, and snake or insect bites. [tcmv1-00f199ea21ecaf4cf99289b6] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer covers the source-recorded indication set in the Gold fact in substance, with acceptable paraphrasing.",HIGH
REPEAT_3-0115,REPEAT_3,C2,SYSTEM_A,tcmg-v1-025,What source-recorded functions and indications are listed for Creeping Oxalis?,herbal,medium,"The source records this function for Creeping Oxalis: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling..","Source entity: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites.. Source text: Herb: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","TCM educational synthesis: Herbal Knowledge Agent: Creeping Oxalis: evidence-supported facts for this target only  
The supplied evidence records that Creeping Oxalis, with the pinyin name Zuo Jiang Cao and Latin name Oxalis corniculata [Syn. Oxalis repens], is used as a whole herb in traditional Chinese medicine. Its source-recorded functions include clearing heat and disinhibiting damp, cooling blood and dissipating stasis, resolving toxin and dispersing swelling. It is indicated for conditions such as damp-heat diarrhea, dysentery, jaundice, strangury syndrome, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscesses and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, and snake or insect bites. [tcmv1-00f199ea21ecaf4cf99289b6] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
REPEAT_3-0116,REPEAT_3,C2,SYSTEM_A,tcmg-v1-025,What source-recorded functions and indications are listed for Creeping Oxalis?,herbal,medium,"The source records these indications for Creeping Oxalis: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","Source entity: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites.. Source text: Herb: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","TCM educational synthesis: Herbal Knowledge Agent: Creeping Oxalis: evidence-supported facts for this target only  
The supplied evidence records that Creeping Oxalis, with the pinyin name Zuo Jiang Cao and Latin name Oxalis corniculata [Syn. Oxalis repens], is used as a whole herb in traditional Chinese medicine. Its source-recorded functions include clearing heat and disinhibiting damp, cooling blood and dissipating stasis, resolving toxin and dispersing swelling. It is indicated for conditions such as damp-heat diarrhea, dysentery, jaundice, strangury syndrome, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscesses and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, and snake or insect bites. [tcmv1-00f199ea21ecaf4cf99289b6] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer covers the source-recorded indication set in the Gold fact in substance, with acceptable paraphrasing.",HIGH
REPEAT_3-0117,REPEAT_3,C2,SYSTEM_B,tcmg-v1-026,What source-recorded functions and indications are listed for Spiked Loosestrife Equivalent plant: Lythrum anceps?,herbal,medium,"The source records this function for Spiked Loosestrife Equivalent plant: Lythrum anceps: To clear heat and resolve toxin, promote contraction and stanch bleeding..","Source entity: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury.. Source text: Herb: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury..","TCM educational synthesis: Herbal Knowledge Agent: Spiked Loosestrife Equivalent plant: Lythrum anceps is recorded in traditional sources as a herb used for clearing heat and resolving toxin, as well as promoting contraction and stanching bleeding. Its source-recorded indications include dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, and spontaneous external bleeding. The used part is the whole herb, and its pinyin name is QIAN QU CAI. The Latin name provided in the evidence is Lythrum salicaria. [tcmv1-00fd2b581663d6fe54e58dd1] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
REPEAT_3-0118,REPEAT_3,C2,SYSTEM_B,tcmg-v1-026,What source-recorded functions and indications are listed for Spiked Loosestrife Equivalent plant: Lythrum anceps?,herbal,medium,"The source records these indications for Spiked Loosestrife Equivalent plant: Lythrum anceps: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury..","Source entity: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury.. Source text: Herb: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury..","TCM educational synthesis: Herbal Knowledge Agent: Spiked Loosestrife Equivalent plant: Lythrum anceps is recorded in traditional sources as a herb used for clearing heat and resolving toxin, as well as promoting contraction and stanching bleeding. Its source-recorded indications include dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, and spontaneous external bleeding. The used part is the whole herb, and its pinyin name is QIAN QU CAI. The Latin name provided in the evidence is Lythrum salicaria. [tcmv1-00fd2b581663d6fe54e58dd1] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",PARTIALLY_SUPPORTED,The answer gives the other listed indications but omits the Gold indication 'bleeding due to external injury'.,HIGH
REPEAT_3-0119,REPEAT_3,C1,SYSTEM_B,tcmg-v1-026,What source-recorded functions and indications are listed for Spiked Loosestrife Equivalent plant: Lythrum anceps?,herbal,medium,"The source records this function for Spiked Loosestrife Equivalent plant: Lythrum anceps: To clear heat and resolve toxin, promote contraction and stanch bleeding..","Source entity: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury.. Source text: Herb: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury..","TCM educational synthesis: Spiked Loosestrife Equivalent plant: Lythrum anceps is recorded as an herb with the pinyin name QIAN QU CAI. It is noted that the whole herb is used, and its source-recorded functions include clearing heat and resolving toxin, as well as promoting contraction and stanching bleeding. The indications associated with it are dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, and bleeding due to external injury. [tcmv1-00fd2b581663d6fe54e58dd1] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
REPEAT_3-0120,REPEAT_3,C1,SYSTEM_B,tcmg-v1-026,What source-recorded functions and indications are listed for Spiked Loosestrife Equivalent plant: Lythrum anceps?,herbal,medium,"The source records these indications for Spiked Loosestrife Equivalent plant: Lythrum anceps: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury..","Source entity: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury.. Source text: Herb: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury..","TCM educational synthesis: Spiked Loosestrife Equivalent plant: Lythrum anceps is recorded as an herb with the pinyin name QIAN QU CAI. It is noted that the whole herb is used, and its source-recorded functions include clearing heat and resolving toxin, as well as promoting contraction and stanching bleeding. The indications associated with it are dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, and bleeding due to external injury. [tcmv1-00fd2b581663d6fe54e58dd1] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer covers the source-recorded indication set in the Gold fact in substance, with acceptable paraphrasing.",HIGH
REPEAT_3-0121,REPEAT_3,C2,SYSTEM_A,tcmg-v1-027,What source-recorded functions and indications are listed for Threeflower Clematis?,herbal,medium,"The source records this function for Threeflower Clematis: To dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding..","Source entity: Threeflower Clematis. Pinyin: BAI HUA TENG. Latin name: Clematis terniflora [Syn. Clematis maximowicziana]. Used part: root. Source-recorded function: To dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding.. Source-recorded indication: Wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting.. Source text: Herb: Threeflower Clematis. Pinyin: BAI HUA TENG. Latin name: Clematis terniflora [Syn. Clematis maximowicziana]. Used part: root. Source-recorded function: To dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding.. Source-recorded indication: Wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting..","TCM educational synthesis: Herbal Knowledge Agent: Threeflower Clematis: The supplied evidence records that the herb is known as BAI HUA TENG in pinyin, with the Latin name Clematis terniflora [Syn. Clematis maximowicziana]. It is used for its root, and according to source records, it functions to dispel wind and eliminate damp, resolve toxin and disperse swelling, and cool blood to stanch bleeding. It is indicated for conditions such as wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding, and spotting. [tcmv1-011b27a3b7a84a1c105fa057] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
REPEAT_3-0122,REPEAT_3,C2,SYSTEM_A,tcmg-v1-027,What source-recorded functions and indications are listed for Threeflower Clematis?,herbal,medium,"The source records these indications for Threeflower Clematis: Wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting..","Source entity: Threeflower Clematis. Pinyin: BAI HUA TENG. Latin name: Clematis terniflora [Syn. Clematis maximowicziana]. Used part: root. Source-recorded function: To dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding.. Source-recorded indication: Wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting.. Source text: Herb: Threeflower Clematis. Pinyin: BAI HUA TENG. Latin name: Clematis terniflora [Syn. Clematis maximowicziana]. Used part: root. Source-recorded function: To dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding.. Source-recorded indication: Wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting..","TCM educational synthesis: Herbal Knowledge Agent: Threeflower Clematis: The supplied evidence records that the herb is known as BAI HUA TENG in pinyin, with the Latin name Clematis terniflora [Syn. Clematis maximowicziana]. It is used for its root, and according to source records, it functions to dispel wind and eliminate damp, resolve toxin and disperse swelling, and cool blood to stanch bleeding. It is indicated for conditions such as wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding, and spotting. [tcmv1-011b27a3b7a84a1c105fa057] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer covers the source-recorded indication set in the Gold fact in substance, with acceptable paraphrasing.",HIGH
REPEAT_3-0123,REPEAT_3,C1,SYSTEM_A,tcmg-v1-027,What source-recorded functions and indications are listed for Threeflower Clematis?,herbal,medium,"The source records this function for Threeflower Clematis: To dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding..","Source entity: Threeflower Clematis. Pinyin: BAI HUA TENG. Latin name: Clematis terniflora [Syn. Clematis maximowicziana]. Used part: root. Source-recorded function: To dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding.. Source-recorded indication: Wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting.. Source text: Herb: Threeflower Clematis. Pinyin: BAI HUA TENG. Latin name: Clematis terniflora [Syn. Clematis maximowicziana]. Used part: root. Source-recorded function: To dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding.. Source-recorded indication: Wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting..","TCM educational synthesis: Threeflower Clematis: The evidence records that the herb is known as BAI HUA TENG in pinyin, with the Latin name Clematis terniflora [Syn. Clematis maximowicziana]. It is used for its root, and according to source records, it functions to dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding. It is indicated for conditions such as wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting. [tcmv1-011b27a3b7a84a1c105fa057] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
REPEAT_3-0124,REPEAT_3,C1,SYSTEM_A,tcmg-v1-027,What source-recorded functions and indications are listed for Threeflower Clematis?,herbal,medium,"The source records these indications for Threeflower Clematis: Wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting..","Source entity: Threeflower Clematis. Pinyin: BAI HUA TENG. Latin name: Clematis terniflora [Syn. Clematis maximowicziana]. Used part: root. Source-recorded function: To dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding.. Source-recorded indication: Wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting.. Source text: Herb: Threeflower Clematis. Pinyin: BAI HUA TENG. Latin name: Clematis terniflora [Syn. Clematis maximowicziana]. Used part: root. Source-recorded function: To dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding.. Source-recorded indication: Wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting..","TCM educational synthesis: Threeflower Clematis: The evidence records that the herb is known as BAI HUA TENG in pinyin, with the Latin name Clematis terniflora [Syn. Clematis maximowicziana]. It is used for its root, and according to source records, it functions to dispel wind and eliminate damp, resolve toxin and disperse swelling, cool blood and stanch bleeding. It is indicated for conditions such as wind-damp impediment pain, swelling toxin of clove sore, throat impediment, snake bite, dog bite, blood ejection, hemoptysis, flooding and spotting. [tcmv1-011b27a3b7a84a1c105fa057] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer covers the source-recorded indication set in the Gold fact in substance, with acceptable paraphrasing.",HIGH
REPEAT_3-0125,REPEAT_3,C2,SYSTEM_A,tcmg-v1-028,What source-recorded functions and indications are listed for Lily Magnolia Bark?,herbal,medium,"The source records this function for Lily Magnolia Bark: To rectify qi and eliminate damp, calm asthma..","Source entity: Lily Magnolia Bark. Pinyin: ZI YU LAN PI. Latin name: Magnolia liliflora. Used part: bark. Source-recorded function: To rectify qi and eliminate damp, calm asthma.. Source-recorded indication: Liquor jaundice, damp itchy in genitals, lai, double tongue, welling abscess and flat abscess, edema.. Source text: Herb: Lily Magnolia Bark. Pinyin: ZI YU LAN PI. Latin name: Magnolia liliflora. Used part: bark. Source-recorded function: To rectify qi and eliminate damp, calm asthma.. Source-recorded indication: Liquor jaundice, damp itchy in genitals, lai, double tongue, welling abscess and flat abscess, edema..","TCM educational synthesis: Herbal Knowledge Agent: Lily Magnolia Bark, with the pinyin ZI YU LAN PI and Latin name Magnolia liliflora, is used in TCM for its bark. The source records its function as rectifying qi and eliminating damp, while also calming asthma. It is indicated for conditions such as liquor jaundice, damp itchy in genitals, lai, double tongue, welling abscess and flat abscess, and edema. [tcmv1-0122eff9b074138cc8ab869a] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
REPEAT_3-0126,REPEAT_3,C2,SYSTEM_A,tcmg-v1-028,What source-recorded functions and indications are listed for Lily Magnolia Bark?,herbal,medium,"The source records these indications for Lily Magnolia Bark: Liquor jaundice, damp itchy in genitals, lai, double tongue, welling abscess and flat abscess, edema..","Source entity: Lily Magnolia Bark. Pinyin: ZI YU LAN PI. Latin name: Magnolia liliflora. Used part: bark. Source-recorded function: To rectify qi and eliminate damp, calm asthma.. Source-recorded indication: Liquor jaundice, damp itchy in genitals, lai, double tongue, welling abscess and flat abscess, edema.. Source text: Herb: Lily Magnolia Bark. Pinyin: ZI YU LAN PI. Latin name: Magnolia liliflora. Used part: bark. Source-recorded function: To rectify qi and eliminate damp, calm asthma.. Source-recorded indication: Liquor jaundice, damp itchy in genitals, lai, double tongue, welling abscess and flat abscess, edema..","TCM educational synthesis: Herbal Knowledge Agent: Lily Magnolia Bark, with the pinyin ZI YU LAN PI and Latin name Magnolia liliflora, is used in TCM for its bark. The source records its function as rectifying qi and eliminating damp, while also calming asthma. It is indicated for conditions such as liquor jaundice, damp itchy in genitals, lai, double tongue, welling abscess and flat abscess, and edema. [tcmv1-0122eff9b074138cc8ab869a] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer covers the source-recorded indication set in the Gold fact in substance, with acceptable paraphrasing.",HIGH
