item_id,repeat_id,anonymous_system_label,question_id,question,domain,difficulty,gold_atomic_fact,supplied_evidence,answer,run_id,execution_sequence,review_label,review_reason,confidence
REPEAT_2-0102,REPEAT_2,SYSTEM_A,tcmg-v1-022,What source-recorded functions and indications are listed for Japanese Sapium?,herbal,medium,"The source records these indications for Japanese Sapium: Taxation damage, aching in lumbus and knees..","Source entity: Japanese Sapium. Pinyin: BAI MU WU JIU. Latin name: Sapium japonicum. Used part: root cortex and leaf. Source-recorded function: To dissipate stasis blood, strengthen lumbus and knees.. Source-recorded indication: Taxation damage, aching in lumbus and knees.. Source text: Herb: Japanese Sapium. Pinyin: BAI MU WU JIU. Latin name: Sapium japonicum. Used part: root cortex and leaf. Source-recorded function: To dissipate stasis blood, strengthen lumbus and knees.. Source-recorded indication: Taxation damage, aching in lumbus and knees..","TCM educational synthesis: Japanese Sapium is recorded as an herb with the pinyin name BAI MU WU JIU and the Latin name Sapium japonicum. Its used parts include root cortex and leaf. According to traditional sources, it is claimed to have functions of dissipating stasis blood and strengthening lumbus and knees. It is traditionally indicated for taxation damage and aching in lumbus and knees. [tcmv1-00b2c267aa90f7b15a720440] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-1f9396208fa7465b,43,,,
REPEAT_2-0103,REPEAT_2,SYSTEM_A,tcmg-v1-022,What source-recorded functions and indications are listed for Japanese Sapium?,herbal,medium,"The source records this function for Japanese Sapium: To dissipate stasis blood, strengthen lumbus and knees..","Source entity: Japanese Sapium. Pinyin: BAI MU WU JIU. Latin name: Sapium japonicum. Used part: root cortex and leaf. Source-recorded function: To dissipate stasis blood, strengthen lumbus and knees.. Source-recorded indication: Taxation damage, aching in lumbus and knees.. Source text: Herb: Japanese Sapium. Pinyin: BAI MU WU JIU. Latin name: Sapium japonicum. Used part: root cortex and leaf. Source-recorded function: To dissipate stasis blood, strengthen lumbus and knees.. Source-recorded indication: Taxation damage, aching in lumbus and knees..","TCM educational synthesis: Herbal Knowledge Agent: Japanese Sapium: The supplied evidence records that the herb is known as BAI MU WU JIU in pinyin, with the Latin name Sapium japonicum. It is used for its root cortex and leaf. According to traditional sources, it is claimed to dissipate stasis blood and strengthen lumbus and knees. It is traditionally indicated for taxation damage and aching in lumbus and knees. [tcmv1-00b2c267aa90f7b15a720440] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-ca51b6439bac49f8,44,,,
REPEAT_2-0104,REPEAT_2,SYSTEM_A,tcmg-v1-022,What source-recorded functions and indications are listed for Japanese Sapium?,herbal,medium,"The source records these indications for Japanese Sapium: Taxation damage, aching in lumbus and knees..","Source entity: Japanese Sapium. Pinyin: BAI MU WU JIU. Latin name: Sapium japonicum. Used part: root cortex and leaf. Source-recorded function: To dissipate stasis blood, strengthen lumbus and knees.. Source-recorded indication: Taxation damage, aching in lumbus and knees.. Source text: Herb: Japanese Sapium. Pinyin: BAI MU WU JIU. Latin name: Sapium japonicum. Used part: root cortex and leaf. Source-recorded function: To dissipate stasis blood, strengthen lumbus and knees.. Source-recorded indication: Taxation damage, aching in lumbus and knees..","TCM educational synthesis: Herbal Knowledge Agent: Japanese Sapium: The supplied evidence records that the herb is known as BAI MU WU JIU in pinyin, with the Latin name Sapium japonicum. It is used for its root cortex and leaf. According to traditional sources, it is claimed to dissipate stasis blood and strengthen lumbus and knees. It is traditionally indicated for taxation damage and aching in lumbus and knees. [tcmv1-00b2c267aa90f7b15a720440] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-ca51b6439bac49f8,44,,,
REPEAT_2-0105,REPEAT_2,SYSTEM_B,tcmg-v1-023,What source-recorded functions and indications are listed for Common Buckwheat Stem?,herbal,medium,"The source records this function for Common Buckwheat Stem: To precipitate qi and disperse accumulation, clear heat and resolve toxin, stanch bleeding, lower blood pressure..","Source entity: Common Buckwheat Stem. Pinyin: QIAO MAI JIE. Latin name: Fagopyrum esculentum. Used part: stem-leaf. Source-recorded function: To precipitate qi and disperse accumulation, clear heat and resolve toxin, stanch bleeding, lower blood pressure.. Source-recorded indication: Dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, hypertension.. Source text: Herb: Common Buckwheat Stem. Pinyin: QIAO MAI JIE. Latin name: Fagopyrum esculentum. Used part: stem-leaf. Source-recorded function: To precipitate qi and disperse accumulation, clear heat and resolve toxin, stanch bleeding, lower blood pressure.. Source-recorded indication: Dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, hypertension..","TCM educational synthesis: Common Buckwheat Stem, known as QIAO MAI JIE in pinyin, is sourced from Fagopyrum esculentum. The evidence records that it is used as the stem-leaf part. Its source-recorded functions include precipitating qi, dispersing accumulation, clearing heat and resolving toxin, stanching bleeding, and lowering blood pressure. The indications listed are dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, and hypertension. [tcmv1-00c56d1c0b9e352aeb429ef7] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-ece898ab54a54a1d,45,,,
REPEAT_2-0106,REPEAT_2,SYSTEM_B,tcmg-v1-023,What source-recorded functions and indications are listed for Common Buckwheat Stem?,herbal,medium,"The source records these indications for Common Buckwheat Stem: Dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, hypertension..","Source entity: Common Buckwheat Stem. Pinyin: QIAO MAI JIE. Latin name: Fagopyrum esculentum. Used part: stem-leaf. Source-recorded function: To precipitate qi and disperse accumulation, clear heat and resolve toxin, stanch bleeding, lower blood pressure.. Source-recorded indication: Dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, hypertension.. Source text: Herb: Common Buckwheat Stem. Pinyin: QIAO MAI JIE. Latin name: Fagopyrum esculentum. Used part: stem-leaf. Source-recorded function: To precipitate qi and disperse accumulation, clear heat and resolve toxin, stanch bleeding, lower blood pressure.. Source-recorded indication: Dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, hypertension..","TCM educational synthesis: Common Buckwheat Stem, known as QIAO MAI JIE in pinyin, is sourced from Fagopyrum esculentum. The evidence records that it is used as the stem-leaf part. Its source-recorded functions include precipitating qi, dispersing accumulation, clearing heat and resolving toxin, stanching bleeding, and lowering blood pressure. The indications listed are dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, and hypertension. [tcmv1-00c56d1c0b9e352aeb429ef7] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-ece898ab54a54a1d,45,,,
REPEAT_2-0107,REPEAT_2,SYSTEM_B,tcmg-v1-023,What source-recorded functions and indications are listed for Common Buckwheat Stem?,herbal,medium,"The source records this function for Common Buckwheat Stem: To precipitate qi and disperse accumulation, clear heat and resolve toxin, stanch bleeding, lower blood pressure..","Source entity: Common Buckwheat Stem. Pinyin: QIAO MAI JIE. Latin name: Fagopyrum esculentum. Used part: stem-leaf. Source-recorded function: To precipitate qi and disperse accumulation, clear heat and resolve toxin, stanch bleeding, lower blood pressure.. Source-recorded indication: Dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, hypertension.. Source text: Herb: Common Buckwheat Stem. Pinyin: QIAO MAI JIE. Latin name: Fagopyrum esculentum. Used part: stem-leaf. Source-recorded function: To precipitate qi and disperse accumulation, clear heat and resolve toxin, stanch bleeding, lower blood pressure.. Source-recorded indication: Dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, hypertension..","TCM educational synthesis: Herbal Knowledge Agent: Common Buckwheat Stem, known as QIAO MAI JIE in pinyin, is sourced from Fagopyrum esculentum. The evidence records that the used part is stem-leaf. It is traditionally claimed to have functions such as precipitating qi, dispersing accumulation, clearing heat and resolving toxin, stanching bleeding, and lowering blood pressure. The indications associated with it include dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscesses, scalds, hemoptysis, purpura, and hypertension. [tcmv1-00c56d1c0b9e352aeb429ef7] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-a9cc2ba148ff4df4,46,,,
REPEAT_2-0108,REPEAT_2,SYSTEM_B,tcmg-v1-023,What source-recorded functions and indications are listed for Common Buckwheat Stem?,herbal,medium,"The source records these indications for Common Buckwheat Stem: Dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, hypertension..","Source entity: Common Buckwheat Stem. Pinyin: QIAO MAI JIE. Latin name: Fagopyrum esculentum. Used part: stem-leaf. Source-recorded function: To precipitate qi and disperse accumulation, clear heat and resolve toxin, stanch bleeding, lower blood pressure.. Source-recorded indication: Dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, hypertension.. Source text: Herb: Common Buckwheat Stem. Pinyin: QIAO MAI JIE. Latin name: Fagopyrum esculentum. Used part: stem-leaf. Source-recorded function: To precipitate qi and disperse accumulation, clear heat and resolve toxin, stanch bleeding, lower blood pressure.. Source-recorded indication: Dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscess, scalds, hemoptysis, purpura, hypertension..","TCM educational synthesis: Herbal Knowledge Agent: Common Buckwheat Stem, known as QIAO MAI JIE in pinyin, is sourced from Fagopyrum esculentum. The evidence records that the used part is stem-leaf. It is traditionally claimed to have functions such as precipitating qi, dispersing accumulation, clearing heat and resolving toxin, stanching bleeding, and lowering blood pressure. The indications associated with it include dysphagia-occlusion, indigestion, dysentery, vaginal discharge, swollen welling abscesses, scalds, hemoptysis, purpura, and hypertension. [tcmv1-00c56d1c0b9e352aeb429ef7] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-a9cc2ba148ff4df4,46,,,
REPEAT_2-0109,REPEAT_2,SYSTEM_B,tcmg-v1-024,What source-recorded functions and indications are listed for Tuberose?,herbal,medium,The source records this function for Tuberose: To clear heat and resolve toxin..,Source entity: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore.. Source text: Herb: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore..,"TCM educational synthesis: Tuberose: The supplied evidence records that Tuberose, with the pinyin name Wan Xiang Yu and Latin name Polianthes tuberosa, is used in traditional Chinese medicine with the part root. It is source-recorded to have the function of clearing heat and resolving toxin, and is indicated for the treatment of swelling toxin of welling abscess and sore. [tcmv1-00dc3ac72ad6cfdc35663262] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-57d2b3c6ad04436e,47,,,
REPEAT_2-0110,REPEAT_2,SYSTEM_B,tcmg-v1-024,What source-recorded functions and indications are listed for Tuberose?,herbal,medium,The source records these indications for Tuberose: Swelling toxin of welling abscess and sore..,Source entity: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore.. Source text: Herb: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore..,"TCM educational synthesis: Tuberose: The supplied evidence records that Tuberose, with the pinyin name Wan Xiang Yu and Latin name Polianthes tuberosa, is used in traditional Chinese medicine with the part root. It is source-recorded to have the function of clearing heat and resolving toxin, and is indicated for the treatment of swelling toxin of welling abscess and sore. [tcmv1-00dc3ac72ad6cfdc35663262] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-57d2b3c6ad04436e,47,,,
REPEAT_2-0111,REPEAT_2,SYSTEM_B,tcmg-v1-024,What source-recorded functions and indications are listed for Tuberose?,herbal,medium,The source records this function for Tuberose: To clear heat and resolve toxin..,Source entity: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore.. Source text: Herb: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore..,"TCM educational synthesis: Herbal Knowledge Agent: Tuberose: The supplied evidence records that Tuberose, with the pinyin name Wan Xiang Yu and Latin name Polianthes tuberosa, is used in traditional Chinese medicine with the part root. It is source-reported to have the function of clearing heat and resolving toxin, and is indicated for swelling toxin of welling abscess and sore. [tcmv1-00dc3ac72ad6cfdc35663262] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-4ae6ac4420a44be2,48,,,
REPEAT_2-0112,REPEAT_2,SYSTEM_B,tcmg-v1-024,What source-recorded functions and indications are listed for Tuberose?,herbal,medium,The source records these indications for Tuberose: Swelling toxin of welling abscess and sore..,Source entity: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore.. Source text: Herb: Tuberose. Pinyin: WAN XIANG YU. Latin name: Polianthes tuberosa. Used part: root. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Swelling toxin of welling abscess and sore..,"TCM educational synthesis: Herbal Knowledge Agent: Tuberose: The supplied evidence records that Tuberose, with the pinyin name Wan Xiang Yu and Latin name Polianthes tuberosa, is used in traditional Chinese medicine with the part root. It is source-reported to have the function of clearing heat and resolving toxin, and is indicated for swelling toxin of welling abscess and sore. [tcmv1-00dc3ac72ad6cfdc35663262] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-4ae6ac4420a44be2,48,,,
REPEAT_2-0113,REPEAT_2,SYSTEM_A,tcmg-v1-025,What source-recorded functions and indications are listed for Creeping Oxalis?,herbal,medium,"The source records this function for Creeping Oxalis: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling..","Source entity: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites.. Source text: Herb: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","TCM educational synthesis: Creeping Oxalis: The supplied evidence records that Creeping Oxalis, with the pinyin name Zuo Jiang Cao and Latin name Oxalis corniculata [Syn. Oxalis repens], is used as a whole herb in traditional Chinese medicine. It is source-recorded to clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling. Its indications include damp-heat diarrhea, dysentery, jaundice, strangury syndrome, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, and snake or insect bites. [tcmv1-00f199ea21ecaf4cf99289b6] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-5800712fb5b8403b,49,,,
REPEAT_2-0114,REPEAT_2,SYSTEM_A,tcmg-v1-025,What source-recorded functions and indications are listed for Creeping Oxalis?,herbal,medium,"The source records these indications for Creeping Oxalis: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","Source entity: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites.. Source text: Herb: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","TCM educational synthesis: Creeping Oxalis: The supplied evidence records that Creeping Oxalis, with the pinyin name Zuo Jiang Cao and Latin name Oxalis corniculata [Syn. Oxalis repens], is used as a whole herb in traditional Chinese medicine. It is source-recorded to clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling. Its indications include damp-heat diarrhea, dysentery, jaundice, strangury syndrome, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, and snake or insect bites. [tcmv1-00f199ea21ecaf4cf99289b6] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-5800712fb5b8403b,49,,,
REPEAT_2-0115,REPEAT_2,SYSTEM_A,tcmg-v1-025,What source-recorded functions and indications are listed for Creeping Oxalis?,herbal,medium,"The source records this function for Creeping Oxalis: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling..","Source entity: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites.. Source text: Herb: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","TCM educational synthesis: Herbal Knowledge Agent: Creeping Oxalis, with the pinyin name Zuo Jiang Cao and Latin name Oxalis corniculata [Syn. Oxalis repens], is recorded as a whole herb used in traditional Chinese medicine. Its source-reported functions include clearing heat and disinhibiting damp, cooling blood and dissipating stasis, resolving toxin and dispersing swelling. The indications listed are damp-heat diarrhea, dysentery, jaundice, strangury syndrome, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, and snake or insect bites. [tcmv1-00f199ea21ecaf4cf99289b6] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-71c9134aa40d472e,50,,,
REPEAT_2-0116,REPEAT_2,SYSTEM_A,tcmg-v1-025,What source-recorded functions and indications are listed for Creeping Oxalis?,herbal,medium,"The source records these indications for Creeping Oxalis: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","Source entity: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites.. Source text: Herb: Creeping Oxalis. Pinyin: ZUO JIANG CAO. Latin name: Oxalis corniculata [Syn. Oxalis repens]. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.. Source-recorded indication: Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites..","TCM educational synthesis: Herbal Knowledge Agent: Creeping Oxalis, with the pinyin name Zuo Jiang Cao and Latin name Oxalis corniculata [Syn. Oxalis repens], is recorded as a whole herb used in traditional Chinese medicine. Its source-reported functions include clearing heat and disinhibiting damp, cooling blood and dissipating stasis, resolving toxin and dispersing swelling. The indications listed are damp-heat diarrhea, dysentery, jaundice, strangury syndrome, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, and snake or insect bites. [tcmv1-00f199ea21ecaf4cf99289b6] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-71c9134aa40d472e,50,,,
REPEAT_2-0117,REPEAT_2,SYSTEM_B,tcmg-v1-026,What source-recorded functions and indications are listed for Spiked Loosestrife Equivalent plant: Lythrum anceps?,herbal,medium,"The source records this function for Spiked Loosestrife Equivalent plant: Lythrum anceps: To clear heat and resolve toxin, promote contraction and stanch bleeding..","Source entity: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury.. Source text: Herb: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury..","TCM educational synthesis: Spiked Loosestrife Equivalent plant: Lythrum anceps is recorded as an herb with the pinyin name QIAN QU CAI. It is noted that the whole herb is used, and its source-recorded functions include clearing heat and resolving toxin, as well as promoting contraction and stanching bleeding. The indications associated with it are dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, and bleeding due to external injury. [tcmv1-00fd2b581663d6fe54e58dd1] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-fb446e7803154153,51,,,
REPEAT_2-0118,REPEAT_2,SYSTEM_B,tcmg-v1-026,What source-recorded functions and indications are listed for Spiked Loosestrife Equivalent plant: Lythrum anceps?,herbal,medium,"The source records these indications for Spiked Loosestrife Equivalent plant: Lythrum anceps: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury..","Source entity: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury.. Source text: Herb: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury..","TCM educational synthesis: Spiked Loosestrife Equivalent plant: Lythrum anceps is recorded as an herb with the pinyin name QIAN QU CAI. It is noted that the whole herb is used, and its source-recorded functions include clearing heat and resolving toxin, as well as promoting contraction and stanching bleeding. The indications associated with it are dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, and bleeding due to external injury. [tcmv1-00fd2b581663d6fe54e58dd1] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-fb446e7803154153,51,,,
REPEAT_2-0119,REPEAT_2,SYSTEM_B,tcmg-v1-026,What source-recorded functions and indications are listed for Spiked Loosestrife Equivalent plant: Lythrum anceps?,herbal,medium,"The source records this function for Spiked Loosestrife Equivalent plant: Lythrum anceps: To clear heat and resolve toxin, promote contraction and stanch bleeding..","Source entity: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury.. Source text: Herb: Spiked Loosestrife Equivalent plant: Lythrum anceps. Pinyin: QIAN QU CAI. Latin name: Lythrum salicaria. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin, promote contraction and stanch bleeding.. Source-recorded indication: Dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, spontaneous external bleeding, bleeding due to external injury..","TCM educational synthesis: Herbal Knowledge Agent: Spiked Loosestrife Equivalent plant: Lythrum anceps is recorded in traditional sources as a herb used for clearing heat and resolving toxin, as well as promoting contraction and stanching bleeding. Its source-recorded indications include dysentery, diarrhea, hematochezia, flooding, ulcerating sores, blood ejection, and spontaneous external bleeding. The used part is the whole herb, and its pinyin name is QIAN QU CAI. The Latin name provided is Lythrum salicaria, though this may refer to a different species. [tcmv1-00fd2b581663d6fe54e58dd1] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-021ff5aa6fca45c4,52,,,
