item_id,question_id,anonymous_system_label,question,gold_atomic_fact,source_evidence,answer,review_label,review_reason,confidence
RQ4-rq4-v1-051-SYSTEM_B-F01,rq4-v1-051,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Papermulberry Fruit?","The source records the function of Papermulberry Fruit as: Treatment of aching and weakness of the loins and knees, consumptive fever, dizziness and blurred visiidn, nebula, edema..","Source entity: Papermulberry Fruit. Source: TCMBank. Herb: Papermulberry Fruit. Pinyin: CHU SHI. Latin name: Fructus Broussonetiae. Traditional properties: Cold; Sweet. Meridians: Spleen; Heart. Used part: Broussonetia papyrifera (L.) Vent.. Source-recorded function: Treatment of aching and weakness of the loins and knees, consumptive fever, dizziness and blurred visiidn, nebula, edema.. Source-recorded indication: Treatment of aching and weakness of the loins and knees, consumptive fever, dizziness and blurred visiidn, nebula, edema..","TCM educational synthesis: Herbal Knowledge Agent: Papermulberry Fruit, known as GOU SHU GUO in pinyin, is sourced from Broussonetia papyrifera. The evidence records that it is used in traditional Chinese medicine for its functions of enriching yin and supplementing kidney, clearing liver and brightening eyes, and fortifying spleen while disinhibiting water. It is indicated for conditions such as limping and aching lumbus and knees caused by kidney vacuity, impotence, dim vision, eye screen, edema, and scant urine. [tcmv1-5fb165c34fab0781e376515d] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",PARTIALLY_SUPPORTED,"The answer covers several Gold items (aching/weak loins and knees, dim/blurred vision or eye-screen/nebula, and edema) but omits consumptive fever and does not preserve the complete Gold set.",HIGH
RQ4-rq4-v1-038-SYSTEM_B-F01,rq4-v1-038,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for all-grass of Yerbadetajo?","The source records the function of all-grass of Yerbadetajo as: To replenish the liver and the kidney, and to arrest bleeding by removing heat from blood..","Source entity: all-grass of Yerbadetajo. Source: TCMBank. Herb: all-grass of Yerbadetajo. Pinyin: MO HAN LIAN. Latin name: herba ecliptae. Traditional properties: Cold; Sweet; Sour. Meridians: Liver; Kidney. Used part: aerial parts. Source-recorded function: To replenish the liver and the kidney, and to arrest bleeding by removing heat from blood.. Source-recorded indication: Tooth mobilizing, premature graying in beard and hair, dizziness and tinnitus, limp aching lumbus and knees, yin vacuity blood heat, hemoptysis, blood ejection, duodenal bleeding, nosebleed(epistaxis), hematuria, blood dysentery, flooding and spotting, bleeding due to external injury, eczema of skin, bleeding of skin, snake bite..","TCM educational synthesis: Herbal Knowledge Agent: all-grass of Yerbadetajo is recorded in the supplied evidence as having the traditional properties of sweet, sour, and cold. It is associated with the Kidney and Liver meridians and classified as a Yin-Tonifying Medicinal herb in Traditional Chinese Medicine. The used part of this herb is its aerial parts. The evidence does not provide further details on its traditional uses or additional properties. [tcmv1-f4da81d08073431589f670d0] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",NOT_SUPPORTED,"The answer reports properties, meridians, class, and used part but provides no source-recorded function/indication details corresponding to the Gold fact.",HIGH
RQ4-rq4-v1-086-SYSTEM_A-F01,rq4-v1-086,SYSTEM_A,"How are Common Camptotheac and stomach heat represented separately in TCM Research Corpus v1, and what evidence is recorded for each?","The source records the function of Common Camptotheac as: To clear heat and resolve toxin, dissipate binds and disperse concretion, anticancer..","Source entity: Common Camptotheac. Source: TCMBank. Herb: Common Camptotheac. Pinyin: XI SHU. Latin name: Camptotheca acuminata. Used part: fruit or root. Source-recorded function: To clear heat and resolve toxin, dissipate binds and disperse concretion, anticancer.. Source-recorded indication: Acute leukemia, chronic leukemia, psoriasis, swollen liver and spleen due to bilharziosis, carcinoma of esophagus, carcinoma of cardia, carcinoma of intestine, carcinoma of liver, carcinoma of stomach, swelling of sores.. Clinical manifestations: 1. Both camptothecine and hydroxycamptothtecine are anticarcinogenic components, which inhibit polymerase of DNA or damage DNA directly. 2. They distribute mainly in the digestive tract, kidney and bone marrow, and stimulate the digestive and urinary trac.","TCM educational synthesis: Herbal Knowledge Agent: Common Camptotheac, with pinyin XI SHU and Latin name Camptotheca acuminata, is traditionally used in TCM for its functions of clearing heat and resolving toxin, dissipating binds and dispersing concretion, and anticancer properties. It is indicated for conditions such as acute leukemia, chronic leukemia, psoriasis, swollen liver and spleen due to bilharziosis, and various carcinomas including esophagus, cardia, intestine, liver, and stomach. The clinical manifestations suggest that its anticarcinogenic components, camptothecine and hydroxycamptothecine, inhibit DNA polymerase or damage DNA directly, primarily affecting the digestive tract, kidney, and bone marrow. [tcmv1-0eeb853d28842ae27eb828bb] Syndrome Differentiation Agent: stomach heat: evidence-supported facts for this target only  
The supplied evidence records that stomach heat, or Wei Re, refers to a syndrome characterized by the condition of excessive heat in the stomach, leading to the generation of fire. This is described as a pathological state where the stomach's heat becomes intense and transforms into fire. The evidence does not provide further details on symptoms, treatment, or differentiation from other syndromes. [tcmv1-88b66c6082f18ccbf8f76387] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-012-SYSTEM_B-F02,rq4-v1-012,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Lanceleaf Thermopsis?","The source records the indication of Lanceleaf Thermopsis as: Cough of phlegm asthma, dry stool..","Source entity: Lanceleaf Thermopsis. Source: TCMBank. Herb: Lanceleaf Thermopsis. Pinyin: MU MA DOU. Latin name: Thermopsis lanceolata. Used part: whole herb. Source-recorded function: To relieve cough and dispel phlegm, moisten intestines and free stool.. Source-recorded indication: Cough of phlegm asthma, dry stool..","Lanceleaf Thermopsis, known as Mu Ma Dou in pinyin, is the whole herb of Thermopsis lanceolata. Its functions include relieving cough and dispelling phlegm, as well as moistening intestines and freeing stool. It is indicated for cough with phlegm and asthma, as well as dry stool. [tcmv1-09b810d8e9ad4743bd2b0164]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-099-SYSTEM_A-F02,rq4-v1-099,SYSTEM_A,"How are Snowbellleaf tickclover herb and sluggish flow of qi represented separately in TCM Research Corpus v1, and what evidence is recorded for each?","The source defines sluggish flow of qi as: 气滞证是指人体某一部位,或某一脏腑、经络的气机阻滞,运行不畅,以胀闷、疼痛、脉弦为主要表现的证。气滞证又称气郁证、气结证。","Source entity: sluggish flow of qi. Source: SymMap v2. Syndrome: sluggish flow of qi. Pinyin: Qi Zhi. Source definition: 气滞证是指人体某一部位,或某一脏腑、经络的气机阻滞,运行不畅,以胀闷、疼痛、脉弦为主要表现的证。气滞证又称气郁证、气结证。.","Snowbellleaf tickclover herb, known as Herba Desmodii Styracifolii, is used in traditional Chinese medicine for stranguria caused by urinary stone and stranguria of the heat-type. It is also used for infectious hepatitis, cholelithiasis, and cholecystitis associated with dampness-heat syndrome, as well as coronary heart disease with dampness-heat syndrome. Sluggish flow of qi, or Qi Zhi, refers to a condition where the body's qi is blocked or obstructed in a specific area, organ, or meridian, leading to symptoms such as胀闷 (distension and oppression) and疼痛 (pain). It is also known as气郁证 or气结证. The evidence for these claims is recorded in tcmv1-0d65cdf0c01995dd77407cab and tcmv1-8463845d62d150b054b08a6a. [tcmv1-0d65cdf0c01995dd77407cab] [tcmv1-8463845d62d150b054b08a6a]",PARTIALLY_SUPPORTED,"The answer captures obstructed/stagnant qi, distension/oppression, pain, and the alternative syndrome names, but omits the Gold manifestation of a wiry pulse.",HIGH
RQ4-rq4-v1-069-SYSTEM_B-F01,rq4-v1-069,SYSTEM_B,What does TCM Research Corpus v1 record about breakdowm of the normal physilolgical coordination between the heart and the kidney?,"The source defines breakdowm of the normal physilolgical coordination between the heart and the kidney as: 心肾不交证是指心肾水火既济失调,以心烦、失眠、梦遗、耳鸣、腰膝酸软等为主要表现的证。","Source entity: breakdowm of the normal physilolgical coordination between the heart and the kidney. Source: SymMap v2. Syndrome: breakdowm of the normal physilolgical coordination between the heart and the kidney. Pinyin: Xin Shen Bu Jiao. Source definition: 心肾不交证是指心肾水火既济失调,以心烦、失眠、梦遗、耳鸣、腰膝酸软等为主要表现的证。.","The TCM Research Corpus v1 records that the breakdown of the normal physiological coordination between the heart and the kidney, referred to as Xin Shen Bu Jiao, is characterized by symptoms such as heart烦, insomnia, dreams of emission, tinnitus, and weakness in the lower back and knees. This syndrome is described as a disorder of the water and fire balance between the heart and the kidney. [tcmv1-596c7423935c2e0e03c2badb]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-031-SYSTEM_A-F03,rq4-v1-031,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Bear’s Paw?",The source records the used part of Bear’s Paw as: paw.,"Source entity: Bear’s Paw. Source: TCMBank. Herb: Bear’s Paw. Pinyin: XIONG ZHANG. Latin name: Selenarctos thibetanus, Ursus arctos. Used part: paw. Source-recorded function: To supplement qi and blood, dispel wind and eliminate impediment, fortify spleen and stomach.. Source-recorded indication: Spleen-stomach vacuity, vacuity detriment..","Bear’s Paw is sourced from the paw of Selenarctos thibetanus or Ursus arctos. Its source-recorded functions include supplementing qi and blood, dispelling wind and eliminating impediment, and fortifying the spleen and stomach. The indication is for spleen-stomach vacuity and vacuity detriment. The used part is its paw. [tcmv1-0ab4683f2b434881e4d4fc8d]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-052-SYSTEM_B-F02,rq4-v1-052,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Appendiculate Cremastra?","The source records the indication of Appendiculate Cremastra as: Malign sores with welling abscess and flat abscess, scrofula, throat pain and throat impediment, snake or insect bites..","Source entity: Appendiculate Cremastra. Source: TCMBank. Herb: Appendiculate Cremastra. Pinyin: DU JUAN LAN. Latin name: Cremastra appendiculata. Used part: pseudobulb. Source-recorded function: To clear heat and resolve toxin, disperse swelling and dissipate binds.. Source-recorded indication: Malign sores with welling abscess and flat abscess, scrofula, throat pain and throat impediment, snake or insect bites..","TCM educational synthesis: Herbal Knowledge Agent: Appendiculate Cremastra, known as DU JUAN LAN in pinyin and Cremastra appendiculata in Latin, is used in traditional Chinese medicine with the recorded function of clearing heat and resolving toxin, as well as dispersing swelling and dissipating binds. Its source-recorded indications include malign sores with welling abscess and flat abscess, scrofula, throat pain, throat impediment, and snake or insect bites. The evidence specifies the use part as pseudobulb. No relationships are established with other targets. [tcmv1-0bea3dd620f87f16006b2132] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-030-SYSTEM_A-F03,rq4-v1-030,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Laurelleaf Snailseed?",The source records the used part of Laurelleaf Snailseed as: root or whole herb.,"Source entity: Laurelleaf Snailseed. Source: TCMBank. Herb: Laurelleaf Snailseed. Pinyin: HENG ZHOU WU YAO. Latin name: Cocculus laurifolius. Used part: root or whole herb. Source-recorded function: To normalize qi and loosen chest, dispel wind and relieve pain.. Source-recorded indication: Hypertension, headache, mounting qi, abdominal pain, rheumatic pain in legs..","TCM educational synthesis: Herbal Knowledge Agent: Laurelleaf Snailseed, with the pinyin name HENG ZHOU WU YAO and Latin name Cocculus laurifolius, is used in traditional Chinese medicine. The evidence records that it is utilized for its functions of normalizing qi and loosening the chest, as well as dispelling wind and relieving pain. It is traditionally indicated for conditions such as hypertension, headache, mounting qi, abdominal pain, and rheumatic pain in the legs. The used part of the herb includes the root or whole herb. [tcmv1-0aa426b2e98b770e97c523f7] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-021-SYSTEM_B-F01,rq4-v1-021,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for areca seed?","The source records the traditional properties of areca seed as: Bitter,Pungent,Warm.","Source entity: areca seed. Source: SymMap v2. Herb: areca seed. Pinyin: Binglang. Latin name: Arecae Semen,Semen Arecae. Traditional properties: Bitter,Pungent,Warm. Meridians: Stomach,Large Intestine. Traditional class: Antiparasitic Drugs. Used part: seed.","Corpus v1 records areca seed with traditional properties of Warm, Pungent, and Bitter. It is associated with the Spleen, Large Intestine, and Stomach meridians. The traditional class of areca seed is Antiparasitic Drugs. [tcmv1-99920beab7f116f4e6bcaf6e] [tcmv1-0a395ab6a0652b6ddfe168bb] [tcmv1-5b5589b6fe9f42da3bd9baea]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-050-SYSTEM_A-F03,rq4-v1-050,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Hongkong Pencilwood?",The source records the used part of Hongkong Pencilwood as: leaf.,Source entity: Hongkong Pencilwood. Source: TCMBank. Herb: Hongkong Pencilwood. Pinyin: XIANG GANG JIAN MU. Latin name: Dysoxylum hongkongense. Used part: leaf. Source-recorded function: To interrupt malaria.. Source-recorded indication: Malaria..,"TCM educational synthesis: Herbal Knowledge Agent: Hongkong Pencilwood: The supplied evidence records that the leaf is the used part, and it is traditionally reported in TCM to have a function of interrupting malaria, with an indication specifically for malaria. No other details are provided. [tcmv1-0e983e07b7d334a02c5759bd] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-048-SYSTEM_A-F03,rq4-v1-048,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Common Caper?","The source records the used part of Common Caper as: root cortex, leaf and fruit.","Source entity: Common Caper. Source: TCMBank. Herb: Common Caper. Pinyin: LAO SHU GUA. Latin name: Capparis spinosa. Used part: root cortex, leaf and fruit. Source-recorded function: To dispel wind, dissipate cold, eliminate damp.. Source-recorded indication: Acute rheumatic arthritis, chronic rheumatic arthritis..","TCM educational synthesis: Herbal Knowledge Agent: Common Caper is recorded as an herb with the pinyin name LAO SHU GUA and the Latin name Capparis spinosa. The evidence indicates that the used parts include root cortex, leaf, and fruit. Its source-recorded functions are to dispel wind, dissipate cold, and eliminate damp. The indications associated with it are acute rheumatic arthritis and chronic rheumatic arthritis. [tcmv1-0e73e492d851b0d9dc7f36b1] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-011-SYSTEM_B-F01,rq4-v1-011,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for Alpiniae Oxyphyliae Fructus?","The source records the traditional properties of Alpiniae Oxyphyliae Fructus as: Pungent,Warm.","Source entity: Alpiniae Oxyphyliae Fructus. Source: SymMap v2. Herb: Alpiniae Oxyphyliae Fructus. Pinyin: Yizhi. Latin name: Alpiniae Oxyphyllae Fructus. Traditional properties: Pungent,Warm. Meridians: Spleen,Kidney. Traditional class: Yang Reinforcing Drugs.",Corpus v1 records that Alpiniae Oxyphyliae Fructus has traditional properties of Pungent and Warm. It is associated with the Spleen and Kidney meridians. The herb is classified as a Yang Reinforcing Drug according to traditional TCM sources. [tcmv1-22aec54e88660bc726946405] [tcmv1-09a0adad17d8310bc3c939df] [tcmv1-318b61c35b3da00a2d5868e8],SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-046-SYSTEM_B-F01,rq4-v1-046,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Cabbage?","The source records the function of Cabbage as: To clear heat and disinhibit damp, dissipate binds and relieve pain, boost kidney and supplement vacuity..","Source entity: Cabbage. Source: TCMBank. Herb: Cabbage. Pinyin: GAN LAN. Latin name: Brassica oleracea var. capitata. Traditional properties: Mild; Sweet; Sour; Punkery. Meridians: Lung. Used part: leaf. Source-recorded function: To clear heat and disinhibit damp, dissipate binds and relieve pain, boost kidney and supplement vacuity.. Source-recorded indication: Damp-heat jaundice, pain from ulcer in digestive tract, stiffness in joints, vacuity detriment..","Cabbage is recorded as an herb with the pinyin name GAN LAN and Latin name Brassica oleracea var. capitata. It is traditionally associated with the lung meridian and used in its leaf form. The source-reported functions include clearing heat, disinhibiting damp, dissipating binds and relieving pain, as well as boosting kidney function and supplementing vacuity. Its indications are reported for damp-heat jaundice, pain from ulcer in the digestive tract, stiffness in joints, and vacuity detriment. [tcmv1-0ba053b849882a2fe8f0714d] [tcmv1-a900a3957edc34bd4d5002f5]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-079-SYSTEM_B-F01,rq4-v1-079,SYSTEM_B,What does TCM Research Corpus v1 record about the debility of qi and the blood?,"The source defines the debility of qi and the blood as: 气血两虚证是指气血不能互相化生,以气虚和血虚症状相兼为主要表现的证。","Source entity: the debility of qi and the blood. Source: SymMap v2. Syndrome: the debility of qi and the blood. Pinyin: Qi Xie Xu Ruo. Source definition: 气血两虚证是指气血不能互相化生,以气虚和血虚症状相兼为主要表现的证。.","TCM educational synthesis: Syndrome Differentiation Agent: The TCM Research Corpus v1 records that the debility of qi and the blood, referred to as ""气血两虚证,"" is characterized by the inability of qi and blood to mutually generate, resulting in symptoms of both qi deficiency and blood deficiency occurring simultaneously. It does not provide further details on the specific manifestations or causes beyond this description. [tcmv1-6768cbf7f9fc3b8ef9b67b63] [tcmv1-d273912b006c494c635ec3e7] [tcmv1-b9c5662ecef862a5751c465d]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-039-SYSTEM_B-F01,rq4-v1-039,SYSTEM_B,What source-recorded function and indication are listed for Prepared Tortoise plastron?,"The source records the function of Prepared Tortoise plastron as: Treatment of hyperactivity of liver yang due to deficient yin of the liver and kidneys manifested as dizziness, distension and pain in the head and blurred vision. Tortoise plastron (Guiban) is used with White peony root (Baishao), Cyathula root (Niuxi), Sea-ear sh.","Source entity: Prepared Tortoise plastron. Source: TCMBank. Herb: Prepared Tortoise plastron. Pinyin: ZHI GUI BAN. Latin name: Plastrum Testudinis Praparata. Traditional properties: Cold; Sweet; Salty. Meridians: Liver; Heart; Kidney. Source-recorded function: Treatment of hyperactivity of liver yang due to deficient yin of the liver and kidneys manifested as dizziness, distension and pain in the head and blurred vision. Tortoise plastron (Guiban) is used with White peony root (Baishao), Cyathula root (Niuxi), Sea-ear sh. Source-recorded indication: Treatment of hyperactivity of liver yang due to deficient yin of the liver and kidneys manifested as dizziness, distension and pain in the head and blurred vision. Tortoise plastron (Guiban) is used with White peony root (Baishao), Cyathula root (Niuxi),.","TCM educational synthesis: Herbal Knowledge Agent: Prepared Tortoise plastron: Source-recorded function is treatment of hyperactivity of liver yang due to deficient yin of the liver and kidneys manifested as dizziness, distension and pain in the head and blurred vision.

E LI: No evidence-supported facts are provided for this target. [tcmv1-0b139c086dfc1a868c86b9c9]",PARTIALLY_SUPPORTED,"The answer states the main Gold treatment for hyperactivity of liver yang due to liver-kidney yin deficiency and its symptoms, but omits the Gold source's accompanying combination details with other materia medica.",HIGH
RQ4-rq4-v1-004-SYSTEM_B-F02,rq4-v1-004,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Common Tulip?","The source records the indication of Common Tulip as: Spleen-stomach damp turbidity, fullness and oppression in chest and stomach duct, retching counterflow and abdominal pain, bad breath and slimy tongue fur..","Source entity: Common Tulip. Source: TCMBank. Herb: Common Tulip. Pinyin: YU JIN XIANG. Latin name: Tulipa gesneriana. Used part: flower. Source-recorded function: To transform damp and repel foulness.. Source-recorded indication: Spleen-stomach damp turbidity, fullness and oppression in chest and stomach duct, retching counterflow and abdominal pain, bad breath and slimy tongue fur..","TCM educational synthesis: Herbal Knowledge Agent: Common Tulip: The supplied evidence records that the root of Common Tulip, known as YU JIN XIANG GEN in pinyin, is sourced from the plant with the Latin name Tulipa gesneriana. It is mentioned that this part is traditionally used in TCM for its function to calm and is indicated for visceral agitation. No further details are provided regarding its properties or usage. [tcmv1-e29fd7aafc0aef83c2eab7bd] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",CONTRADICTED,"The Gold indications concern spleen-stomach damp turbidity and related symptoms, while the answer explicitly gives a different indication, visceral agitation.",HIGH
RQ4-rq4-v1-098-SYSTEM_A-F01,rq4-v1-098,SYSTEM_A,"How are Chinese Crossostephium Root and deficiency of qi and yin represented separately in TCM Research Corpus v1, and what evidence is recorded for each?","The source records the function of Chinese Crossostephium Root as: To dispel wind-damp, warm center and relieve pain..","Source entity: Chinese Crossostephium Root. Source: TCMBank. Herb: Chinese Crossostephium Root. Pinyin: FU RONG JU GEN. Latin name: Crossostephium chinense. Used part: root. Source-recorded function: To dispel wind-damp, warm center and relieve pain.. Source-recorded indication: Rheumatic arthritis, cold pain in stomach duct..","TCM educational synthesis: Herbal Knowledge Agent: Chinese Crossostephium Root is recorded in traditional Chinese medicine as a herb used for its properties to dispel wind-damp, warm the center, and relieve pain. It is traditionally indicated for conditions such as rheumatic arthritis and cold pain in the stomach duct. The evidence specifies the used part as the root and provides its pinyin and Latin name. No further details are provided regarding its preparation, dosage, or additional functions. [tcmv1-0d572b1f8e4d66f35179e87e] Syndrome Differentiation Agent: deficiency of qi and yin: The supplied evidence records that this syndrome is characterized by a condition where the body's qi and yin are insufficient, resulting in diminished functional capacity. It arises either from prolonged yin deficiency leading to impaired qi transformation or from damage caused by external factors such as heat, toxins, or pathogens that deplete both yin and qi. The syndrome is described as a state of reduced vitality and weakened physiological functions due to the insufficiency of these essential substances. [tcmv1-abfcc2453d99e3a8fa48d1aa] [tcmv1-833f1086e54ed47c969dddfa] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-006-SYSTEM_B-F03,rq4-v1-006,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Smallflower Magnoliavine?",The source records the used part of Smallflower Magnoliavine as: root.,"Source entity: Smallflower Magnoliavine. Source: TCMBank. Herb: Smallflower Magnoliavine. Pinyin: XIAO HUA WU WEI ZI. Latin name: Schisandra micrantha. Used part: root. Source-recorded function: To dispel wind and disinhibit damp, rectify qi and quicken blood.. Source-recorded indication: Wind-damp bone pain, knocks and falls, stomachache, menstrual disorder, nephritis..","Smallflower Magnoliavine is an herb with the pinyin name XIAO HUA WU WEI ZI and the Latin name Schisandra micrantha. The used part is the root. Its functions include dispelling wind and disinhibiting damp, rectifying qi, and quickening blood. The indications are wind-damp bone pain, knocks and falls, stomachache, menstrual disorder, and nephritis. [tcmv1-096156e37da3f4d62e9764af]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-009-SYSTEM_A-F03,rq4-v1-009,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Japanese Conehead?",The source records the used part of Japanese Conehead as: whole herb.,"Source entity: Japanese Conehead. Source: TCMBank. Herb: Japanese Conehead. Pinyin: HONG ZE LAN. Latin name: Strobilanthes japonicus [Syn. Championella japonica]. Used part: whole herb. Source-recorded function: To quicken blood and free menstruation, transform stasis and move water.. Source-recorded indication: Menstrual disorder, dysmenorrhea, amenorrhea, postpartum abdominal pain, concretion and conglomeration, swollen welling abscess, knocks and falls..","Japanese Conehead is used as a whole herb in traditional Chinese medicine. Its functions include quickening blood and freeing menstruation, as well as transforming stasis and moving water. It is traditionally used to treat menstrual disorder, dysmenorrhea, amenorrhea, postpartum abdominal pain, concretion and conglomeration, swollen welling abscess, and knocks and falls. [tcmv1-1b5fa36f4665e439f84f698f]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-027-SYSTEM_B-F03,rq4-v1-027,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Parmelia Lichen?",The source records the used part of Parmelia Lichen as: lichen.,"Source entity: Parmelia Lichen. Source: TCMBank. Herb: Parmelia Lichen. Pinyin: SHI HUA. Latin name: Parmelia saxatilis. Used part: lichen. Source-recorded function: To supplement liver and boost kidney, brighten eyes, stanch bleeding, resolve toxin and disinhibit damp.. Source-recorded indication: Blurred vision, pain in lumbus and knees, blood ejection, flooding and spotting, jaundice, scab and lichen..","TCM educational synthesis: Herbal Knowledge Agent: Parmelia Lichen, known as SHI HUA in pinyin, is sourced from the Latin name Parmelia saxatilis. The evidence records that it is used in traditional Chinese medicine for its functions of supplementing liver and boosting kidney, brightening eyes, stanching bleeding, resolving toxin, and disinhibiting damp. It is traditionally indicated for conditions such as blurred vision, pain in lumbus and knees, blood ejection, flooding and spotting, jaundice, scab, and lichen. [tcmv1-0a900eb799f6c9d85610cd00] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-033-SYSTEM_A-F02,rq4-v1-033,SYSTEM_A,"What traditional properties, meridians, and class does Corpus v1 record for Mentha, Peppermint?","The source records the meridians of Mentha, Peppermint as: Lung,Liver.","Source entity: Mentha, Peppermint. Source: SymMap v2. Herb: Mentha, Peppermint. Pinyin: Bohe. Latin name: Menthae Haplocalycis Herba,Herba Menthae. Traditional properties: Pungent,Cool. Meridians: Lung,Liver. Traditional class: Pungent Cool Diaphoretics. Used part: dried aerial parts.","Corpus v1 records that Mentha, Peppermint has traditional properties of Pungent and Cool. It is associated with the Lung and Liver meridians. The traditional class is listed as Pungent Cool Diaphoretics. The used part is the dried aerial parts. [tcmv1-0ad01e6cb1a3a75bc753a308] [tcmv1-55e83b3dc4083651b661d7eb] [tcmv1-4cc2d7f1dd9a426d7555c6e1]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-073-SYSTEM_A-F01,rq4-v1-073,SYSTEM_A,What does TCM Research Corpus v1 record about cold syndrome of the spleen and the stomach of deficiency type?,"The source defines cold syndrome of the spleen and the stomach of deficiency type as: 脾胃虚寒证是由于素体脾气虚,或脾虚日久,波及脾阳,使脾阳也虚。或贪食生冷,损伤脾阳,导致脾阳虚不能温暖胃肠,寒气自内而生的病证。","Source entity: cold syndrome of the spleen and the stomach of deficiency type. Source: SymMap v2. Syndrome: cold syndrome of the spleen and the stomach of deficiency type. Pinyin: Pi Wei Xu Han. Source definition: 脾胃虚寒证是由于素体脾气虚,或脾虚日久,波及脾阳,使脾阳也虚。或贪食生冷,损伤脾阳,导致脾阳虚不能温暖胃肠,寒气自内而生的病证。.","The TCM Research Corpus v1 records that the cold syndrome of the spleen and the stomach of deficiency type, known as Pi Wei Xu Han, arises from either a pre-existing spleen qi deficiency leading to spleen yang insufficiency or from consuming excessive cold foods, which damage the spleen yang. This results in the inability of the spleen yang to warm the gastrointestinal tract, allowing internal cold to develop. [tcmv1-648399f917028ca7197d8096]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
